,gasprice,height,heightl1,difficulty,diffl1,gaslimit,limitl1,gasused,gasusedl1,timestamp,timestampl1,gaspricel1,gaspricel2,avegasprice,maxgasprice,avel1,avel2,timespan1,timespan2,confirmtime
161,4,4832849,4832848,1.90525E+15,1.90432E+15,8000029,8000029,1830631,4072142,1514781594,1514781587,3,4,21.1635,60,23.3561,26.071081,7,24,51.02821726
162,4,4832850,4832849,1.90525E+15,1.90525E+15,8000029,8000029,5194004,1830631,1514781607,1514781594,4,3,20.627766,70,21.1635,23.3561,13,20,59.63617053
163,1,4832851,4832850,1.90711E+15,1.90525E+15,7992222,8000029,7976444,5194004,1514781612,1514781607,4,4,13.537037,51,20.627766,21.1635,5,18,55.97269994
164,1,4832852,4832851,1.90711E+15,1.90711E+15,8000000,7992222,7989572,7976444,1514781624,1514781612,1,4,22.0948,55,13.537037,20.627766,12,17,49.279612
165,1,4832853,4832852,1.90711E+15,1.90711E+15,8003892,8000000,7992837,7989572,1514781640,1514781624,1,1,26.07168,130,22.0948,13.537037,16,28,55.23561689
166,1,4832854,4832853,1.90711E+15,1.90711E+15,8007785,8003892,8001455,7992837,1514781655,1514781640,1,1,22.839609,91,26.07168,22.0948,15,31,40.69444392
167,1,4832855,4832854,1.90711E+15,1.90711E+15,8000029,8007785,6517805,8001455,1514781669,1514781655,1,1,21.520432,91,22.839609,26.07168,14,29,44.51511541
168,1,4832856,4832855,1.90618E+15,1.90711E+15,8001765,8000029,7995155,6517805,1514781690,1514781669,1,1,26.093448,147,21.520432,22.839609,21,35,57.78108989
169,1,4832857,4832856,1.90618E+15,1.90618E+15,7993961,8001765,7854876,7995155,1514781704,1514781690,1,1,20.523117,120,26.093448,21.520432,14,35,52.16227672
170,1,4832858,4832857,1.8978E+15,1.90618E+15,8000029,7993961,7994023,7854876,1514781797,1514781704,1,1,24.326877,130,20.523117,26.093448,93,107,41.1074436
171,21,4832859,4832858,1.89873E+15,1.8978E+15,8003927,8000029,7991601,7994023,1514781801,1514781797,1,1,34.838712,120,24.326877,20.523117,4,97,46.77077848
172,1,4832860,4832859,1.89966E+15,1.89873E+15,8000029,8003927,7998459,7991601,1514781809,1514781801,21,1,16.687443,60,34.838712,24.326877,8,12,46.83590442
173,1,4832861,4832860,1.89966E+15,1.89966E+15,8000029,8000029,7990003,7998459,1514781824,1514781809,1,21,21.506565,100,16.687443,34.838712,15,23,47.18519825
174,1,4832862,4832861,1.90058E+15,1.89966E+15,8000029,8000029,7999591,7990003,1514781834,1514781824,1,1,19.700939,80,21.506565,16.687443,10,25,48.58546227
175,5,4832863,4832862,1.89966E+15,1.90058E+15,8003936,8000029,8001286,7999591,1514781859,1514781834,1,1,28.655322,91,19.700939,21.506565,25,35,56.3946577
176,2,4832864,4832863,1.89873E+15,1.89966E+15,8007841,8003936,7990179,8001286,1514781879,1514781859,5,1,24.039944,91,28.655322,19.700939,20,45,53.73504132
177,20,4832865,4832864,1.89966E+15,1.89873E+15,8000029,8007841,201616,7990179,1514781881,1514781879,2,5,40.4,55,24.039944,28.655322,2,22,54.60013749
178,4,4832866,4832865,1.89966E+15,1.89966E+15,7992222,8000029,7981609,201616,1514781896,1514781881,20,2,19.628634,91,40.4,24.039944,15,17,40.78030259
179,1,4832867,4832866,1.90058E+15,1.89966E+15,7999992,7992222,2259511,7981609,1514781899,1514781896,4,20,6.254063,55,19.628634,40.4,3,18,40.81295875
180,1,4832868,4832867,1.90151E+15,1.90058E+15,7992185,7999992,7984807,2259511,1514781901,1514781899,1,4,8.356304,100,6.254063,19.628634,2,5,55.42760553
181,4,4832869,4832868,1.90058E+15,1.90151E+15,7999955,7992185,7286041,7984807,1514781924,1514781901,1,1,23.344663,60,8.356304,6.254063,23,25,48.97487477
182,0,4832870,4832869,1.89873E+15,1.90058E+15,7992148,7999955,7971720,7286041,1514781965,1514781924,4,1,186991894.8,23000000000,23.344663,8.356304,41,64,47.38815657
183,4,4832871,4832870,1.89965E+15,1.89873E+15,7984378,7992148,7976080,7971720,1514781972,1514781965,0,4,19.099781,55,186991894.8,23.344663,7,48,58.04006209
184,4,4832872,4832871,1.90151E+15,1.89965E+15,7992148,7984378,5153956,7976080,1514781976,1514781972,4,0,28.176024,55,19.099781,186991894.8,4,11,44.6783155
185,4,4832873,4832872,1.90151E+15,1.90151E+15,7999918,7992148,3520867,5153956,1514781985,1514781976,4,4,29.532542,70,28.176024,19.099781,9,13,50.38821805
186,1,4832874,4832873,1.89965E+15,1.90151E+15,8000000,7999918,7979568,3520867,1514782014,1514781985,4,4,25.224892,147,29.532542,28.176024,29,38,47.98924072
187,1,4832875,4832874,1.90058E+15,1.89965E+15,8000029,8000000,3171882,7979568,1514782021,1514782014,1,4,11.344118,65,25.224892,29.532542,7,36,40.58956979
188,4,4832876,4832875,1.90058E+15,1.90058E+15,7992222,8000029,5630926,3171882,1514782034,1514782021,1,1,27.348448,91,11.344118,25.224892,13,20,53.57586003
189,1,4832877,4832876,1.90151E+15,1.90058E+15,7999992,7992222,5054993,5630926,1514782041,1514782034,4,1,23.049667,60,27.348448,11.344118,7,20,45.38909173
190,4,4832878,4832877,1.90336E+15,1.90151E+15,8000029,7999992,915951,5054993,1514782045,1514782041,1,4,28.607143,60,23.049667,27.348448,4,11,40.95378329
191,5,4832879,4832878,1.90244E+15,1.90336E+15,7992222,8000029,7990430,915951,1514782068,1514782045,4,1,24.598178,91,28.607143,23.049667,23,27,54.26512807
192,1,4832880,4832879,1.90151E+15,1.90244E+15,7999992,7992222,7997923,7990430,1514782086,1514782068,5,4,21.643022,91,24.598178,28.607143,18,41,46.70551711
193,3,4832881,4832880,1.89965E+15,1.90151E+15,8000029,7999992,7986922,7997923,1514782121,1514782086,1,5,24.058175,100,21.643022,24.598178,35,53,55.56873154
194,21,4832882,4832881,1.89501E+15,1.89965E+15,7992222,8000029,7988966,7986922,1514782189,1514782121,3,1,27.253759,91,24.058175,21.643022,68,103,50.4413633
195,20,4832883,4832882,1.89409E+15,1.89501E+15,7984452,7992222,7981420,7988966,1514782207,1514782189,21,3,23.726174,91,27.253759,24.058175,18,86,42.58863285
196,4,4832884,4832883,1.89316E+15,1.89409E+15,7976682,7984452,7960577,7981420,1514782225,1514782207,20,21,22.645426,120,23.726174,27.253759,18,36,41.40759343
197,21,4832885,4832884,1.89409E+15,1.89316E+15,7984470,7976682,7931304,7960577,1514782231,1514782225,4,20,46.655497,120,22.645426,23.726174,6,24,50.66339859
198,1,4832886,4832885,1.89501E+15,1.89409E+15,7992259,7984470,7984299,7931304,1514782239,1514782231,21,4,12.171511,91,46.655497,22.645426,8,14,42.59417772
199,1,4832887,4832886,1.89409E+15,1.89501E+15,8000029,7992259,7992161,7984299,1514782270,1514782239,1,21,35.219039,3299.88,12.171511,46.655497,31,39,55.04052176
200,1,4832888,4832887,1.89409E+15,1.89409E+15,7992222,8000029,7977927,7992161,1514782279,1514782270,1,1,17.215429,70,35.219039,12.171511,9,40,58.74475154
201,1,4832889,4832888,1.89409E+15,1.89409E+15,7999992,7992222,6426110,7977927,1514782291,1514782279,1,1,35.005533,91,17.215429,35.219039,12,21,44.20420051
202,4,4832890,4832889,1.89501E+15,1.89409E+15,8000029,7999992,1213491,6426110,1514782294,1514782291,1,1,30.775385,60,35.005533,17.215429,3,15,47.01277582
203,1,4832891,4832890,1.89594E+15,1.89501E+15,8000029,8000029,5960827,1213491,1514782301,1514782294,4,1,7.89582,60,30.775385,35.005533,7,10,44.07675962
204,1,4832892,4832891,1.89686E+15,1.89594E+15,8000029,8000029,6572696,5960827,1514782315,1514782301,1,4,17.8204,60,7.89582,30.775385,14,21,45.41968914
205,0.1,4832893,4832892,1.89686E+15,1.89686E+15,8000029,8000029,7986545,6572696,1514782324,1514782315,1,1,13.547172,70,17.8204,7.89582,9,23,47.58965733
206,1,4832894,4832893,1.89593E+15,1.89686E+15,7992222,8000029,6906122,7986545,1514782342,1514782324,0.1,1,23.177238,91,13.547172,17.8204,18,27,45.3491479
207,4,4832895,4832894,1.89593E+15,1.89593E+15,7999992,7992222,7940732,6906122,1514782357,1514782342,1,0.1,26.973571,91,23.177238,13.547172,15,33,45.25414151
208,4,4832896,4832895,1.89686E+15,1.89593E+15,8000029,7999992,3892948,7940732,1514782365,1514782357,4,1,26.636583,55,26.973571,23.177238,8,23,58.45316356
209,1,4832897,4832896,1.89779E+15,1.89686E+15,8000000,8000029,7989587,3892948,1514782369,1514782365,4,4,14.759677,51,26.636583,26.973571,4,12,49.50398623
210,5,4832898,4832897,1.89871E+15,1.89779E+15,7992222,8000000,1659030,7989587,1514782372,1514782369,1,4,25.489796,63,14.759677,26.636583,3,7,45.18852999
211,1,4832899,4832898,1.89964E+15,1.89871E+15,7999992,7992222,7838960,1659030,1514782380,1514782372,5,1,17.928512,91,25.489796,14.759677,8,11,49.11294564
212,4,4832900,4832899,1.89964E+15,1.89964E+15,8000029,7999992,7956894,7838960,1514782391,1514782380,1,5,23.428641,70,17.928512,25.489796,11,19,43.57118183
213,4,4832901,4832900,1.89964E+15,1.89964E+15,8000029,8000029,7982883,7956894,1514782413,1514782391,4,1,23.453744,60,23.428641,17.928512,22,33,40.66096938
214,21,4832902,4832901,1.90057E+15,1.89964E+15,8000029,8000029,2540896,7982883,1514782416,1514782413,4,4,25.114865,51,23.453744,23.428641,3,25,57.96841285
215,21,4832903,4832902,1.9015E+15,1.90057E+15,8000029,8000029,1280373,2540896,1514782417,1514782416,21,4,42.75,50,25.114865,23.453744,1,4,44.00132805
216,1,4832904,4832903,1.90242E+15,1.9015E+15,8000029,8000029,1479294,1280373,1514782419,1514782417,21,21,19.953659,91,42.75,25.114865,2,3,51.18820975
217,1,4832905,4832904,1.9015E+15,1.90242E+15,8000029,8000029,7987625,1479294,1514782440,1514782419,1,21,19.028919,80,19.953659,42.75,21,23,47.03986416
218,1,4832906,4832905,1.90242E+15,1.9015E+15,8000029,8000029,5643095,7987625,1514782442,1514782440,1,1,21.119266,80,19.028919,19.953659,2,23,42.43282709
219,1,4832907,4832906,1.90335E+15,1.90242E+15,8000484,8000029,7983063,5643095,1514782447,1514782442,1,1,17.696812,55,21.119266,19.028919,5,7,47.17681148
220,1,4832908,4832907,1.90428E+15,1.90335E+15,8004366,8000484,7997647,7983063,1514782455,1514782447,1,1,20.991386,68,17.696812,21.119266,8,13,51.46278379
221,4,4832909,4832908,1.90428E+15,1.90428E+15,8000029,8004366,4149576,7997647,1514782471,1514782455,1,1,27.900455,80,20.991386,17.696812,16,24,57.75089693
222,1,4832910,4832909,1.90521E+15,1.90428E+15,8000029,8000029,1612999,4149576,1514782475,1514782471,4,1,16.708333,60,27.900455,20.991386,4,20,55.57620914
223,21,4832911,4832910,1.90149E+15,1.90521E+15,7994580,8000029,7974203,1612999,1514782526,1514782475,1,4,33.723077,91,16.708333,27.900455,51,55,48.14446544
224,21,4832912,4832911,1.90149E+15,1.90149E+15,7998454,7994580,7987815,7974203,1514782542,1514782526,21,1,27.311224,120,33.723077,16.708333,16,67,58.17717394
225,4,4832913,4832912,1.90242E+15,1.90149E+15,8000029,7998454,7993520,7987815,1514782549,1514782542,21,21,16.905478,91,27.311224,33.723077,7,23,58.90043851
226,1,4832914,4832913,1.90335E+15,1.90242E+15,8003927,8000029,7984066,7993520,1514782551,1514782549,4,21,14.16036,51,16.905478,27.311224,2,9,57.36426447
227,4,4832915,4832914,1.90242E+15,1.90335E+15,8000029,8003927,5240653,7984066,1514782570,1514782551,1,4,27.056259,91,14.16036,16.905478,19,21,51.27609091
228,1,4832916,4832915,1.90242E+15,1.90242E+15,7992222,8000029,7989874,5240653,1514782582,1514782570,4,1,21.271806,100,27.056259,14.16036,12,31,53.70051427
229,4,4832917,4832916,1.90149E+15,1.90242E+15,7984452,7992222,7900845,7989874,1514782605,1514782582,1,4,26.545556,100,21.271806,27.056259,23,35,44.54769704
230,1,4832918,4832917,1.90242E+15,1.90149E+15,7992248,7984452,7988243,7900845,1514782608,1514782605,4,1,7.455319,55,26.545556,21.271806,3,26,40.11454379
231,1,4832919,4832918,1.90242E+15,1.90242E+15,8000000,7992248,7991268,7988243,1514782626,1514782608,1,4,22.134351,130,7.455319,26.545556,18,21,48.03389073
232,1,4832920,4832919,1.90335E+15,1.90242E+15,8000029,8000000,5455835,7991268,1514782632,1514782626,1,1,17.00119,55,22.134351,7.455319,6,24,52.41038712
233,4,4832921,4832920,1.90521E+15,1.90335E+15,7992222,8000029,1016575,5455835,1514782634,1514782632,1,1,18.385,35,17.00119,22.134351,2,8,54.54773029
234,1,4832922,4832921,1.90614E+15,1.90521E+15,7984452,7992222,7967487,1016575,1514782640,1514782634,4,1,13.852281,70,18.385,17.00119,6,8,42.03629111
235,12,4832923,4832922,1.90614E+15,1.90614E+15,7976682,7984452,2454843,7967487,1514782649,1514782640,1,4,27.823538,55,13.852281,18.385,9,15,45.30861074
236,4,4832924,4832923,1.90707E+15,1.90614E+15,7968912,7976682,4871289,2454843,1514782654,1514782649,12,1,20.3824,60,27.823538,13.852281,5,14,47.5885807
237,4,4832925,4832924,1.90707E+15,1.90707E+15,7976682,7968912,3382803,4871289,1514782667,1514782654,4,12,25.902153,120,20.3824,27.823538,13,18,58.36707536
238,1,4832926,4832925,1.90893E+15,1.90707E+15,7984470,7976682,7967440,3382803,1514782670,1514782667,4,4,18.602273,60,25.902153,20.3824,3,16,58.93024885
239,40,4832927,4832926,1.90986E+15,1.90893E+15,7992259,7984470,1461285,7967440,1514782676,1514782670,1,4,54.022727,100,18.602273,25.902153,6,9,59.03110538
240,1,4832928,4832927,1.908E+15,1.90986E+15,7984489,7992259,7972948,1461285,1514782703,1514782676,40,1,20.458327,60,54.022727,18.602273,27,33,40.15991735
241,21,4832929,4832928,1.90893E+15,1.908E+15,7976719,7984489,483899,7972948,1514782710,1514782703,1,40,43.266667,60,20.458327,54.022727,7,34,55.72846884
242,1,4832930,4832929,1.90986E+15,1.90893E+15,7984489,7976719,7975685,483899,1514782722,1514782710,21,1,23.5209,1000,43.266667,20.458327,12,19,57.66435076
243,1,4832931,4832930,1.91079E+15,1.90986E+15,7976719,7984489,7959290,7975685,1514782729,1514782722,1,21,25.688194,1000,23.5209,43.266667,7,19,49.23160749
244,1,4832932,4832931,1.91079E+15,1.91079E+15,7984507,7976719,7984169,7959290,1514782745,1514782729,1,1,28.370492,80,25.688194,23.5209,16,23,54.12775169
245,4,4832933,4832932,1.91173E+15,1.91079E+15,7976719,7984507,4756066,7984169,1514782753,1514782745,1,1,26.95,91,28.370492,25.688194,8,24,56.04520843
246,4,4832934,4832933,1.91266E+15,1.91173E+15,7968949,7976719,1110134,4756066,1514782757,1514782753,4,1,29.516129,58,26.95,28.370492,4,12,49.69871492
247,1,4832935,4832934,1.91453E+15,1.91266E+15,7976730,7968949,7972239,1110134,1514782761,1514782757,4,4,17.77377,102,29.516129,26.95,4,8,48.07717849
248,1,4832936,4832935,1.91266E+15,1.91453E+15,7984489,7976730,7953087,7972239,1514782791,1514782761,1,4,12.902694,91,17.77377,29.516129,30,34,44.64626926
249,1,4832937,4832936,1.91359E+15,1.91266E+15,7976719,7984489,7967914,7953087,1514782798,1514782791,1,1,17.006613,55,12.902694,17.77377,7,37,44.29843325
250,1,4832938,4832937,1.91359E+15,1.91359E+15,7984507,7976719,7983512,7967914,1514739608,1514782798,1,1,23.74031,60,17.006613,12.902694,-43190,-43183,47.59111191
251,0.1,4832939,4832938,1.91453E+15,1.91359E+15,7992296,7984507,7989993,7983512,1514739615,1514739608,1,1,13.0745,51,23.74031,17.006613,7,-43183,59.29464841
252,4,4832940,4832939,1.91359E+15,1.91453E+15,7984526,7992296,7539912,7989993,1514739633,1514739615,0.1,1,24.691765,61,13.0745,23.74031,18,25,58.16964227
253,1,4832941,4832940,1.91453E+15,1.91359E+15,7992296,7984526,3190476,7539912,1514739650,1514739633,4,0.1,25.89,91,24.691765,13.0745,17,35,44.38466105
254,21,4832942,4832941,1.9164E+15,1.91453E+15,8000029,7992296,143758,3190476,1514739651,1514739650,1,4,22.5,30,25.89,24.691765,1,18,49.38550329
255,20,4832943,4832942,1.91733E+15,1.9164E+15,8000000,8000029,992451,143758,1514739655,1514739651,21,1,25.573438,51,22.5,25.89,4,5,55.14989851
256,1,4832944,4832943,1.91827E+15,1.91733E+15,8000000,8000000,7985938,992451,1514739656,1514739655,20,21,3.533824,21,25.573438,22.5,1,5,59.80414162
257,4,4832945,4832944,1.9192E+15,1.91827E+15,8000029,8000000,1443289,7985938,1514739661,1514739656,1,20,24.043448,60,3.533824,25.573438,5,6,54.93047907
258,1,4832946,4832945,1.92014E+15,1.9192E+15,8000000,8000029,7984696,1443289,1514739666,1514739661,4,1,14.577681,70,24.043448,3.533824,5,10,40.63119278
259,0.2,4832947,4832946,1.92108E+15,1.92014E+15,7992222,8000000,7976498,7984696,1514739672,1514739666,1,4,19.440674,91,14.577681,24.043448,6,11,53.32872198
260,4,4832948,4832947,1.91826E+15,1.92108E+15,7999992,7992222,7890748,7976498,1514739710,1514739672,0.2,1,26.776364,80,19.440674,14.577681,38,44,52.00584136
261,4,4832949,4832948,1.91826E+15,1.91826E+15,8000029,7999992,4921069,7890748,1514739720,1514739710,4,0.2,32.878182,60,26.776364,19.440674,10,48,43.5260992
262,21,4832950,4832949,1.91358E+15,1.91826E+15,8000000,8000029,7948900,4921069,1514739779,1514739720,4,4,34.572581,100,32.878182,26.776364,59,69,42.63864897
263,1,4832951,4832950,1.91452E+15,1.91358E+15,8000029,8000000,7980272,7948900,1514739784,1514739779,21,4,18.61812,70,34.572581,32.878182,5,64,47.83461628
264,4,4832952,4832951,1.91358E+15,1.91452E+15,7992222,8000029,7980428,7980272,1514739804,1514739784,1,21,22.722603,91,18.61812,34.572581,20,25,47.97188184
265,4,4832953,4832952,1.91358E+15,1.91358E+15,7984452,7992222,7925636,7980428,1514739818,1514739804,4,1,24.102152,91,22.722603,18.61812,14,34,45.30228815
266,1,4832954,4832953,1.91545E+15,1.91358E+15,7976682,7984452,7958862,7925636,1514739825,1514739818,4,4,18.045238,91,24.102152,22.722603,7,21,40.90392217
267,4,4832955,4832954,1.91732E+15,1.91545E+15,7968912,7976682,3636086,7958862,1514739831,1514739825,1,4,25.947917,91,18.045238,24.102152,6,13,59.76699088
268,0.1,4832956,4832955,1.91826E+15,1.91732E+15,7976682,7968912,7897210,3636086,1514739833,1514739831,4,1,7.148,60,25.947917,18.045238,2,8,52.09175825
269,1,4832957,4832956,1.91826E+15,1.91826E+15,7984470,7976682,7958288,7897210,1514739842,1514739833,0.1,4,18.551605,60.18,7.148,25.947917,9,11,50.79988071
270,4,4832958,4832957,1.91826E+15,1.91826E+15,7976682,7984470,3876878,7958288,1514739854,1514739842,1,0.1,27.582192,91,18.551605,7.148,12,21,59.78621771
271,0.1,4832959,4832958,1.91545E+15,1.91826E+15,7968912,7976682,7947007,3876878,1514739893,1514739854,4,1,25.532229,120,27.582192,18.551605,39,51,57.49295454
272,1,4832960,4832959,1.91638E+15,1.91545E+15,7976693,7968912,7947338,7947007,1514739901,1514739893,0.1,4,30.51982,120,25.532229,27.582192,8,47,49.10145806
273,1,4832961,4832960,1.91732E+15,1.91638E+15,7984452,7976693,7872677,7947338,1514739905,1514739901,1,0.1,6.409249,70,30.51982,25.532229,4,12,57.82960497
274,4,4832962,4832961,1.91451E+15,1.91732E+15,7976682,7984452,7942499,7872677,1514739944,1514739905,1,1,25.956985,100,6.409249,30.51982,39,43,54.4828212
275,1,4832963,4832962,1.91544E+15,1.91451E+15,7984470,7976682,7957917,7942499,1514739948,1514739944,4,1,26.615978,60,25.956985,6.409249,4,43,44.39694626
276,2,4832964,4832963,1.91451E+15,1.91544E+15,7992259,7984470,7975958,7957917,1514739969,1514739948,1,4,27.263846,80,26.615978,25.956985,21,25,46.27277043
277,2.2,4832965,4832964,1.91544E+15,1.91451E+15,8000029,7992259,7697095,7975958,1514739973,1514739969,2,1,23.171429,63,27.263846,26.615978,4,25,52.03902499
278,1,4832966,4832965,1.9117E+15,1.91544E+15,8000029,8000029,7988185,7697095,1514740022,1514739973,2.2,2,22.709646,100,23.171429,27.263846,49,53,46.819528
279,1,4832967,4832966,1.90984E+15,1.9117E+15,8000029,8000029,7979657,7988185,1514740054,1514740022,1,2.2,14.02741,100,22.709646,23.171429,32,81,46.59572384
280,14,4832968,4832967,1.90984E+15,1.90984E+15,7992222,8000029,7901803,7979657,1514740068,1514740054,1,1,29.074033,91,14.02741,22.709646,14,46,41.25698088
281,20,4832969,4832968,1.90984E+15,1.90984E+15,7984452,7992222,4558580,7901803,1514740078,1514740068,14,1,30.068116,91,29.074033,14.02741,10,24,57.48080875
282,5,4832970,4832969,1.9089E+15,1.90984E+15,7976682,7984452,7974655,4558580,1514740104,1514740078,20,14,28.07332,1000,30.068116,29.074033,26,36,43.1638526
283,21,4832971,4832970,1.9089E+15,1.9089E+15,7984470,7976682,7966761,7974655,1514740119,1514740104,5,20,24.996429,100,28.07332,30.068116,15,41,45.71129054
284,1,4832972,4832971,1.9089E+15,1.9089E+15,7976682,7984470,7969465,7966761,1514740128,1514740119,21,5,15.003593,68,24.996429,28.07332,9,24,56.19908595
285,4,4832973,4832972,1.90983E+15,1.9089E+15,7984452,7976682,5064874,7969465,1514740134,1514740128,1,21,20.678218,60,15.003593,24.996429,6,15,40.88935423
286,2,4832974,4832973,1.90983E+15,1.90983E+15,7992222,7984452,7824613,5064874,1514740148,1514740134,4,1,27.754545,70,20.678218,15.003593,14,20,59.85401008
287,20,4832975,4832974,1.91077E+15,1.90983E+15,7999992,7992222,563112,7824613,1514740152,1514740148,2,4,33.714286,60,27.754545,20.678218,4,18,52.23784876
288,1,4832976,4832975,1.91077E+15,1.91077E+15,7993005,7999992,7984923,563112,1514740164,1514740152,20,2,19.219151,55,33.714286,27.754545,12,16,46.33061058
289,4,4832977,4832976,1.9117E+15,1.91077E+15,7985229,7993005,642662,7984923,1514740166,1514740164,1,20,26.15,55,19.219151,33.714286,2,14,55.34113532
290,4,4832978,4832977,1.91077E+15,1.9117E+15,7992999,7985229,7877328,642662,1514740187,1514740166,4,1,26.48175,100,26.15,19.219151,21,23,41.78876855
291,20,4832979,4832978,1.91263E+15,1.91077E+15,8000029,7992999,511490,7877328,1514740188,1514740187,4,4,33.5,55,26.48175,26.15,1,22,40.75009153
